Match_ID,Player,Team,Runs,Balls,Strike_Rate,Wickets,Venue
M00805,Virat Kohli,RCB,48,1,4800.0,1,Eden Gardens
M00806,Ravindra Jadeja,CSK,0,24,0.0,0,Chepauk
M00807,Shubman Gill,GT,23,33,69.7,0,Chepauk
M00808,Rohit Sharma,MI,14,1,1400.0,3,Wankhede
M00809,Shubman Gill,GT,50,29,172.41,2,Eden Gardens
M00810,KL Rahul,LSG,26,25,104.0,2,Eden Gardens
M00811,Ravindra Jadeja,CSK,14,28,50.0,3,Chinnaswamy
M00812,Rohit Sharma,MI,13,15,86.67,0,Chinnaswamy
M00813,Surya Kumar Yadav,MI,28,30,93.33,1,Eden Gardens
M00814,Ruturaj Gaikwad,CSK,48,37,129.73,1,Chinnaswamy
M00815,Shubman Gill,GT,0,31,0.0,0,Eden Gardens
M00816,Rohit Sharma,MI,77,32,240.62,1,Wankhede
M00817,KL Rahul,LSG,42,20,210.0,2,Chepauk
M00818,Rohit Sharma,MI,23,31,74.19,0,Eden Gardens
M00819,Rohit Sharma,MI,84,37,227.03,3,Chepauk
M00820,Jasprit Bumrah,MI,48,22,218.18,0,Eden Gardens
M00821,Shubman Gill,GT,94,21,447.62,3,Chinnaswamy
M00822,KL Rahul,LSG,18,18,100.0,0,Chinnaswamy
M00823,Jasprit Bumrah,MI,40,23,173.91,1,Wankhede
M00824,Rohit Sharma,MI,31,37,83.78,0,Chinnaswamy
M00825,Surya Kumar Yadav,MI,61,38,160.53,2,Eden Gardens
M00826,Rohit Sharma,MI,19,22,86.36,1,Eden Gardens
M00827,KL Rahul,LSG,12,19,63.16,0,Eden Gardens
M00828,Surya Kumar Yadav,MI,22,23,95.65,0,Chepauk
M00829,Rohit Sharma,MI,0,26,0.0,3,Eden Gardens
M00830,Surya Kumar Yadav,MI,42,20,210.0,2,Eden Gardens
M00831,KL Rahul,LSG,30,22,136.36,2,Wankhede
M00832,Shubman Gill,GT,25,21,119.05,0,Wankhede
M00833,KL Rahul,LSG,23,24,95.83,0,Wankhede
M00834,Ruturaj Gaikwad,CSK,39,25,156.0,2,Chepauk
M00835,Ruturaj Gaikwad,CSK,37,33,112.12,0,Eden Gardens
M00836,KL Rahul,LSG,63,35,180.0,2,Wankhede
M00837,KL Rahul,LSG,88,31,283.87,1,Chepauk
M00838,Virat Kohli,RCB,17,17,100.0,0,Wankhede
M00839,Surya Kumar Yadav,MI,49,31,158.06,0,Wankhede
M00840,Ruturaj Gaikwad,CSK,2,26,7.69,2,Chepauk
M00841,Surya Kumar Yadav,MI,0,26,0.0,0,Wankhede
M00842,Surya Kumar Yadav,MI,0,37,0.0,1,Eden Gardens
M00843,Ravindra Jadeja,CSK,83,5,1660.0,3,Eden Gardens
M00844,Jasprit Bumrah,MI,33,30,110.0,0,Wankhede
M00845,Jasprit Bumrah,MI,30,8,375.0,1,Chepauk
M00846,Jasprit Bumrah,MI,45,19,236.84,1,Eden Gardens
M00847,Ravindra Jadeja,CSK,55,31,177.42,0,Chepauk
M00848,Surya Kumar Yadav,MI,0,37,0.0,0,Wankhede
M00849,Ravindra Jadeja,CSK,20,31,64.52,0,Wankhede
M00850,Ruturaj Gaikwad,CSK,72,1,7200.0,0,Wankhede
M00851,Rohit Sharma,MI,70,45,155.56,0,Chepauk
M00852,Ravindra Jadeja,CSK,111,29,382.76,0,Eden Gardens
M00853,Ravindra Jadeja,CSK,64,22,290.91,0,Chepauk
M00854,Ruturaj Gaikwad,CSK,42,23,182.61,0,Eden Gardens
M00855,Surya Kumar Yadav,MI,0,24,0.0,1,Chinnaswamy
M00856,Surya Kumar Yadav,MI,50,21,238.1,0,Eden Gardens
M00857,KL Rahul,LSG,44,38,115.79,1,Chepauk
M00858,Virat Kohli,RCB,54,20,270.0,0,Wankhede
M00859,Shubman Gill,GT,12,32,37.5,3,Chinnaswamy
M00860,Ravindra Jadeja,CSK,0,20,0.0,0,Chinnaswamy
M00861,Rohit Sharma,MI,52,28,185.71,2,Eden Gardens
M00862,Ruturaj Gaikwad,CSK,33,35,94.29,0,Eden Gardens
M00863,Ruturaj Gaikwad,CSK,46,29,158.62,3,Chepauk
M00864,KL Rahul,LSG,7,26,26.92,0,Chinnaswamy
M00865,KL Rahul,LSG,40,24,166.67,0,Wankhede
M00866,Shubman Gill,GT,3,30,10.0,0,Chepauk
M00867,Jasprit Bumrah,MI,78,22,354.55,0,Chinnaswamy
M00868,Shubman Gill,GT,40,44,90.91,0,Chinnaswamy
M00869,Ravindra Jadeja,CSK,58,14,414.29,2,Eden Gardens
M00870,Surya Kumar Yadav,MI,37,37,100.0,2,Eden Gardens
M00871,Surya Kumar Yadav,MI,54,28,192.86,0,Chepauk
M00872,Rohit Sharma,MI,25,33,75.76,0,Chinnaswamy
M00873,Surya Kumar Yadav,MI,35,21,166.67,2,Eden Gardens
M00874,Ruturaj Gaikwad,CSK,1,7,14.29,0,Wankhede
M00875,Jasprit Bumrah,MI,52,41,126.83,0,Eden Gardens
M00876,Surya Kumar Yadav,MI,0,42,0.0,1,Chinnaswamy
M00877,Shubman Gill,GT,36,42,85.71,1,Wankhede
M00878,Ruturaj Gaikwad,CSK,63,19,331.58,2,Eden Gardens
M00879,Shubman Gill,GT,0,23,0.0,0,Eden Gardens
M00880,Virat Kohli,RCB,0,22,0.0,2,Chepauk
M00881,Ruturaj Gaikwad,CSK,62,23,269.57,1,Chinnaswamy
M00882,Virat Kohli,RCB,25,21,119.05,1,Wankhede
M00883,Jasprit Bumrah,MI,40,25,160.0,3,Eden Gardens
M00884,Surya Kumar Yadav,MI,42,23,182.61,1,Wankhede
M00885,Ruturaj Gaikwad,CSK,36,29,124.14,1,Eden Gardens
M00886,Ruturaj Gaikwad,CSK,34,19,178.95,0,Chinnaswamy
M00887,Rohit Sharma,MI,0,38,0.0,2,Wankhede
M00888,Rohit Sharma,MI,58,32,181.25,1,Chinnaswamy
M00889,Ravindra Jadeja,CSK,34,37,91.89,2,Eden Gardens
M00890,KL Rahul,LSG,86,36,238.89,0,Chinnaswamy
M00891,Rohit Sharma,MI,72,21,342.86,1,Eden Gardens
M00892,Surya Kumar Yadav,MI,35,32,109.38,0,Chepauk
M00893,Jasprit Bumrah,MI,76,46,165.22,1,Wankhede
M00894,Rohit Sharma,MI,29,25,116.0,1,Wankhede
M00895,Ravindra Jadeja,CSK,85,16,531.25,1,Wankhede
M00896,Rohit Sharma,MI,20,20,100.0,0,Chepauk
M00897,Ravindra Jadeja,CSK,81,14,578.57,2,Chinnaswamy
M00898,Surya Kumar Yadav,MI,34,31,109.68,1,Wankhede
M00899,Ravindra Jadeja,CSK,26,33,78.79,0,Wankhede
M00900,KL Rahul,LSG,24,28,85.71,0,Eden Gardens
M00901,Virat Kohli,RCB,26,36,72.22,3,Wankhede
M00902,Shubman Gill,GT,37,22,168.18,0,Eden Gardens
M00903,Jasprit Bumrah,MI,31,25,124.0,1,Chepauk
M00904,Jasprit Bumrah,MI,81,32,253.12,1,Chepauk
M00905,Ravindra Jadeja,CSK,36,17,211.76,3,Chinnaswamy
M00906,Ravindra Jadeja,CSK,53,1,5300.0,0,Chinnaswamy
M00907,Jasprit Bumrah,MI,6,22,27.27,1,Eden Gardens
M00908,Jasprit Bumrah,MI,27,26,103.85,0,Chinnaswamy
M00909,Virat Kohli,RCB,21,15,140.0,0,Chepauk
M00910,Ravindra Jadeja,CSK,46,39,117.95,1,Eden Gardens
M00911,Ravindra Jadeja,CSK,22,22,100.0,2,Chepauk
M00912,Jasprit Bumrah,MI,47,30,156.67,0,Wankhede
M00913,KL Rahul,LSG,17,22,77.27,3,Chinnaswamy
M00914,Ruturaj Gaikwad,CSK,62,26,238.46,0,Chepauk
M00915,Surya Kumar Yadav,MI,6,24,25.0,0,Wankhede
M00916,Surya Kumar Yadav,MI,27,21,128.57,1,Eden Gardens
M00917,Surya Kumar Yadav,MI,2,20,10.0,0,Chinnaswamy
M00918,Ruturaj Gaikwad,CSK,0,39,0.0,0,Chepauk
M00919,Shubman Gill,GT,20,19,105.26,0,Wankhede
M00920,Ruturaj Gaikwad,CSK,60,39,153.85,0,Wankhede
M00921,KL Rahul,LSG,43,14,307.14,1,Wankhede
M00922,Ravindra Jadeja,CSK,38,18,211.11,1,Wankhede
M00923,Surya Kumar Yadav,MI,56,14,400.0,0,Wankhede
M00924,Ravindra Jadeja,CSK,25,29,86.21,3,Chepauk
M00925,Virat Kohli,RCB,8,16,50.0,0,Chepauk
M00926,Virat Kohli,RCB,62,28,221.43,1,Eden Gardens
M00927,Shubman Gill,GT,0,47,0.0,1,Wankhede
M00928,Ruturaj Gaikwad,CSK,0,31,0.0,1,Chinnaswamy
M00929,Virat Kohli,RCB,25,26,96.15,0,Eden Gardens
M00930,Surya Kumar Yadav,MI,20,34,58.82,1,Wankhede
M00931,Virat Kohli,RCB,35,28,125.0,0,Eden Gardens
M00932,Virat Kohli,RCB,49,29,168.97,0,Wankhede
M00933,Ravindra Jadeja,CSK,0,11,0.0,0,Eden Gardens
M00934,Shubman Gill,GT,47,22,213.64,2,Chepauk
M00935,Ruturaj Gaikwad,CSK,34,40,85.0,3,Eden Gardens
M00936,Virat Kohli,RCB,53,24,220.83,1,Wankhede
M00937,Jasprit Bumrah,MI,64,30,213.33,1,Chepauk
M00938,Shubman Gill,GT,27,26,103.85,1,Chinnaswamy
M00939,Jasprit Bumrah,MI,101,31,325.81,0,Chinnaswamy
M00940,Virat Kohli,RCB,61,28,217.86,0,Eden Gardens
M00941,Shubman Gill,GT,61,50,122.0,0,Chinnaswamy
M00942,Shubman Gill,GT,37,30,123.33,1,Wankhede
M00943,Surya Kumar Yadav,MI,68,23,295.65,1,Chepauk
M00944,Rohit Sharma,MI,11,10,110.0,0,Wankhede
M00945,Jasprit Bumrah,MI,31,30,103.33,2,Chinnaswamy
M00946,Shubman Gill,GT,5,42,11.9,0,Wankhede
M00947,Ravindra Jadeja,CSK,23,28,82.14,2,Chinnaswamy
M00948,Jasprit Bumrah,MI,77,9,855.56,3,Chepauk
M00949,Jasprit Bumrah,MI,88,13,676.92,1,Chepauk
M00950,KL Rahul,LSG,45,23,195.65,0,Eden Gardens
M00951,Rohit Sharma,MI,36,28,128.57,2,Eden Gardens
M00952,Ruturaj Gaikwad,CSK,60,16,375.0,3,Wankhede
M00953,Ruturaj Gaikwad,CSK,0,24,0.0,0,Chepauk
M00954,Surya Kumar Yadav,MI,63,24,262.5,2,Chinnaswamy
M00955,Shubman Gill,GT,18,27,66.67,0,Eden Gardens
M00956,Ruturaj Gaikwad,CSK,40,29,137.93,0,Eden Gardens
M00957,KL Rahul,LSG,50,30,166.67,0,Wankhede
M00958,Jasprit Bumrah,MI,62,19,326.32,0,Chinnaswamy
M00959,Shubman Gill,GT,35,31,112.9,1,Chinnaswamy
M00960,Jasprit Bumrah,MI,19,21,90.48,0,Chinnaswamy
M00961,Jasprit Bumrah,MI,12,17,70.59,3,Wankhede
M00962,Virat Kohli,RCB,44,22,200.0,1,Chinnaswamy
M00963,Ravindra Jadeja,CSK,62,7,885.71,0,Wankhede
M00964,Shubman Gill,GT,0,5,0.0,3,Wankhede
M00965,Surya Kumar Yadav,MI,33,27,122.22,0,Wankhede
M00966,Shubman Gill,GT,73,23,317.39,3,Chepauk
M00967,KL Rahul,LSG,57,33,172.73,1,Wankhede
M00968,Surya Kumar Yadav,MI,19,19,100.0,3,Wankhede
M00969,Rohit Sharma,MI,25,36,69.44,0,Wankhede
M00970,KL Rahul,LSG,49,25,196.0,0,Eden Gardens
M00971,Rohit Sharma,MI,0,22,0.0,0,Chepauk
M00972,Surya Kumar Yadav,MI,27,1,2700.0,0,Eden Gardens
M00973,Virat Kohli,RCB,16,19,84.21,1,Eden Gardens
M00974,Surya Kumar Yadav,MI,24,24,100.0,2,Chinnaswamy
M00975,Jasprit Bumrah,MI,38,33,115.15,3,Chinnaswamy
M00976,Shubman Gill,GT,45,18,250.0,0,Chinnaswamy
M00977,KL Rahul,LSG,38,18,211.11,2,Chepauk
M00978,Shubman Gill,GT,28,40,70.0,3,Chinnaswamy
M00979,Surya Kumar Yadav,MI,44,31,141.94,1,Wankhede
M00980,Shubman Gill,GT,11,20,55.0,0,Chepauk
M00981,Ruturaj Gaikwad,CSK,70,6,1166.67,0,Chepauk
M00982,KL Rahul,LSG,11,6,183.33,0,Chepauk
M00983,Jasprit Bumrah,MI,0,21,0.0,0,Chinnaswamy
M00984,Ravindra Jadeja,CSK,51,11,463.64,0,Chepauk
M00985,Jasprit Bumrah,MI,68,15,453.33,2,Chepauk
M00986,Ruturaj Gaikwad,CSK,0,36,0.0,1,Chinnaswamy
M00987,Ruturaj Gaikwad,CSK,32,2,1600.0,0,Chinnaswamy
M00988,KL Rahul,LSG,0,11,0.0,0,Chepauk
M00989,Ravindra Jadeja,CSK,32,14,228.57,0,Wankhede
M00990,Jasprit Bumrah,MI,32,24,133.33,0,Eden Gardens
M00991,Virat Kohli,RCB,41,37,110.81,0,Wankhede
M00992,Shubman Gill,GT,49,26,188.46,2,Chinnaswamy
M00993,Jasprit Bumrah,MI,40,32,125.0,0,Eden Gardens
M00994,Surya Kumar Yadav,MI,30,25,120.0,3,Wankhede
M00995,Surya Kumar Yadav,MI,15,28,53.57,0,Eden Gardens
M00996,Jasprit Bumrah,MI,59,26,226.92,1,Eden Gardens
M00997,Jasprit Bumrah,MI,14,30,46.67,0,Chepauk
M00998,Rohit Sharma,MI,2,26,7.69,2,Chinnaswamy
M00999,Virat Kohli,RCB,48,25,192.0,1,Chinnaswamy
M01000,Jasprit Bumrah,MI,2,18,11.11,1,Eden Gardens
M01001,Jasprit Bumrah,MI,14,39,35.9,0,Chepauk
M01002,Jasprit Bumrah,MI,59,9,655.56,3,Chinnaswamy
M01003,Virat Kohli,RCB,44,35,125.71,1,Eden Gardens
M01004,Jasprit Bumrah,MI,43,25,172.0,0,Wankhede
M01005,Ravindra Jadeja,CSK,0,37,0.0,1,Chepauk
M01006,Ruturaj Gaikwad,CSK,20,20,100.0,2,Chepauk
M01007,Jasprit Bumrah,MI,63,17,370.59,0,Eden Gardens
M01008,KL Rahul,LSG,49,24,204.17,0,Chepauk
M01009,Surya Kumar Yadav,MI,49,14,350.0,3,Chinnaswamy
M01010,Surya Kumar Yadav,MI,4,19,21.05,1,Chinnaswamy
M01011,Jasprit Bumrah,MI,0,24,0.0,1,Chepauk
M01012,Shubman Gill,GT,52,15,346.67,0,Chinnaswamy
M01013,Rohit Sharma,MI,17,40,42.5,2,Chepauk
M01014,Virat Kohli,RCB,0,49,0.0,1,Eden Gardens
M01015,Rohit Sharma,MI,26,33,78.79,0,Wankhede
M01016,Virat Kohli,RCB,56,29,193.1,0,Chepauk
M01017,Ravindra Jadeja,CSK,52,28,185.71,0,Chepauk
M01018,Shubman Gill,GT,2,26,7.69,1,Eden Gardens
M01019,Virat Kohli,RCB,30,19,157.89,0,Chinnaswamy
M01020,KL Rahul,LSG,53,15,353.33,3,Wankhede
M01021,Ruturaj Gaikwad,CSK,75,19,394.74,3,Chepauk
M01022,Rohit Sharma,MI,0,27,0.0,3,Chinnaswamy
M01023,KL Rahul,LSG,10,9,111.11,0,Wankhede
M01024,Rohit Sharma,MI,44,9,488.89,0,Chepauk
M01025,Shubman Gill,GT,67,45,148.89,0,Chinnaswamy
M01026,KL Rahul,LSG,29,26,111.54,1,Eden Gardens
M01027,Jasprit Bumrah,MI,56,35,160.0,2,Chinnaswamy
M01028,KL Rahul,LSG,85,33,257.58,1,Wankhede
M01029,KL Rahul,LSG,32,31,103.23,1,Chinnaswamy
M01030,Virat Kohli,RCB,33,21,157.14,1,Eden Gardens
M01031,Ravindra Jadeja,CSK,2,33,6.06,0,Chepauk
M01032,Ravindra Jadeja,CSK,29,25,116.0,2,Chinnaswamy
M01033,Jasprit Bumrah,MI,8,20,40.0,1,Wankhede
M01034,Jasprit Bumrah,MI,20,29,68.97,2,Wankhede
M01035,KL Rahul,LSG,64,36,177.78,0,Wankhede
M01036,Shubman Gill,GT,48,14,342.86,0,Chinnaswamy
M01037,Rohit Sharma,MI,15,28,53.57,3,Chepauk
M01038,Jasprit Bumrah,MI,35,29,120.69,1,Wankhede
M01039,Ravindra Jadeja,CSK,53,16,331.25,1,Eden Gardens
M01040,Rohit Sharma,MI,28,27,103.7,0,Chepauk
M01041,Jasprit Bumrah,MI,65,18,361.11,0,Wankhede
M01042,Jasprit Bumrah,MI,42,27,155.56,1,Chinnaswamy
M01043,Surya Kumar Yadav,MI,65,32,203.12,0,Eden Gardens
M01044,Jasprit Bumrah,MI,65,18,361.11,0,Wankhede
M01045,Shubman Gill,GT,49,32,153.12,0,Eden Gardens
M01046,Ravindra Jadeja,CSK,1,16,6.25,0,Chepauk
M01047,KL Rahul,LSG,86,26,330.77,2,Eden Gardens
M01048,Surya Kumar Yadav,MI,70,26,269.23,2,Eden Gardens
M01049,KL Rahul,LSG,50,25,200.0,0,Eden Gardens
M01050,Ruturaj Gaikwad,CSK,47,12,391.67,1,Chepauk
M01051,Virat Kohli,RCB,0,32,0.0,0,Wankhede
M01052,Surya Kumar Yadav,MI,33,22,150.0,0,Wankhede
M01053,Shubman Gill,GT,33,24,137.5,0,Chinnaswamy
M01054,Shubman Gill,GT,49,24,204.17,0,Eden Gardens
M01055,Shubman Gill,GT,44,36,122.22,0,Eden Gardens
M01056,Shubman Gill,GT,51,10,510.0,0,Chepauk
M01057,Virat Kohli,RCB,41,15,273.33,2,Eden Gardens
M01058,Rohit Sharma,MI,41,21,195.24,1,Chinnaswamy
M01059,KL Rahul,LSG,34,38,89.47,1,Chinnaswamy
M01060,KL Rahul,LSG,52,22,236.36,1,Chepauk
M01061,KL Rahul,LSG,24,48,50.0,3,Eden Gardens
M01062,Shubman Gill,GT,0,17,0.0,2,Wankhede
M01063,Surya Kumar Yadav,MI,20,8,250.0,1,Chinnaswamy
M01064,Rohit Sharma,MI,96,25,384.0,0,Wankhede
M01065,Ruturaj Gaikwad,CSK,80,33,242.42,1,Wankhede
M01066,Surya Kumar Yadav,MI,37,6,616.67,0,Eden Gardens
M01067,Ravindra Jadeja,CSK,33,21,157.14,0,Chinnaswamy
M01068,KL Rahul,LSG,67,30,223.33,1,Chinnaswamy
M01069,Ravindra Jadeja,CSK,36,30,120.0,0,Eden Gardens
M01070,Virat Kohli,RCB,28,16,175.0,0,Wankhede
M01071,Virat Kohli,RCB,31,14,221.43,3,Chepauk
M01072,Rohit Sharma,MI,55,22,250.0,2,Chepauk
M01073,Shubman Gill,GT,66,16,412.5,0,Chepauk
M01074,Surya Kumar Yadav,MI,22,12,183.33,0,Chepauk
M01075,Shubman Gill,GT,38,11,345.45,1,Chepauk
M01076,Virat Kohli,RCB,66,34,194.12,1,Chinnaswamy
M01077,Virat Kohli,RCB,56,26,215.38,1,Eden Gardens
M01078,KL Rahul,LSG,32,11,290.91,0,Chinnaswamy
M01079,KL Rahul,LSG,40,21,190.48,1,Chinnaswamy
M01080,KL Rahul,LSG,29,28,103.57,0,Chepauk
M01081,Surya Kumar Yadav,MI,45,9,500.0,1,Wankhede
M01082,Ruturaj Gaikwad,CSK,25,19,131.58,1,Chinnaswamy
M01083,Ruturaj Gaikwad,CSK,42,21,200.0,1,Wankhede
M01084,Surya Kumar Yadav,MI,21,27,77.78,0,Chepauk
M01085,Shubman Gill,GT,55,29,189.66,0,Wankhede
M01086,KL Rahul,LSG,33,28,117.86,2,Wankhede
M01087,Shubman Gill,GT,14,44,31.82,1,Chepauk
M01088,Virat Kohli,RCB,17,13,130.77,0,Chinnaswamy
M01089,Ruturaj Gaikwad,CSK,0,27,0.0,0,Chepauk
M01090,Jasprit Bumrah,MI,62,26,238.46,0,Eden Gardens
M01091,KL Rahul,LSG,65,28,232.14,3,Chepauk
M01092,Surya Kumar Yadav,MI,29,13,223.08,1,Chepauk
M01093,Shubman Gill,GT,13,35,37.14,0,Chinnaswamy
M01094,Virat Kohli,RCB,32,21,152.38,0,Chinnaswamy
M01095,Surya Kumar Yadav,MI,25,21,119.05,0,Eden Gardens
M01096,Jasprit Bumrah,MI,39,20,195.0,1,Wankhede
M01097,Ravindra Jadeja,CSK,35,11,318.18,3,Chinnaswamy
M01098,KL Rahul,LSG,58,29,200.0,0,Eden Gardens
M01099,Shubman Gill,GT,42,30,140.0,0,Eden Gardens
M01100,Virat Kohli,RCB,57,17,335.29,1,Chinnaswamy
M01101,Shubman Gill,GT,34,29,117.24,0,Chinnaswamy
M01102,KL Rahul,LSG,17,40,42.5,1,Chepauk
M01103,Jasprit Bumrah,MI,16,44,36.36,0,Wankhede
M01104,Shubman Gill,GT,38,30,126.67,1,Wankhede
M01105,Shubman Gill,GT,21,21,100.0,0,Wankhede
M01106,Surya Kumar Yadav,MI,44,13,338.46,0,Chepauk
M01107,Jasprit Bumrah,MI,85,16,531.25,1,Eden Gardens
M01108,Ravindra Jadeja,CSK,34,19,178.95,1,Chepauk
M01109,Surya Kumar Yadav,MI,20,6,333.33,1,Wankhede
M01110,Ravindra Jadeja,CSK,16,24,66.67,3,Wankhede
M01111,Ruturaj Gaikwad,CSK,30,26,115.38,2,Eden Gardens
M01112,Surya Kumar Yadav,MI,41,33,124.24,1,Chepauk
M01113,Shubman Gill,GT,46,23,200.0,3,Eden Gardens
M01114,Shubman Gill,GT,52,16,325.0,0,Chinnaswamy
M01115,Ravindra Jadeja,CSK,3,16,18.75,2,Wankhede
M01116,Ravindra Jadeja,CSK,71,24,295.83,2,Chinnaswamy
M01117,Shubman Gill,GT,65,17,382.35,2,Chinnaswamy
M01118,Shubman Gill,GT,48,17,282.35,0,Chepauk
M01119,Jasprit Bumrah,MI,47,19,247.37,2,Wankhede
M01120,KL Rahul,LSG,26,32,81.25,2,Wankhede
M01121,KL Rahul,LSG,4,27,14.81,3,Chepauk
M01122,Surya Kumar Yadav,MI,34,33,103.03,0,Chepauk
M01123,Ruturaj Gaikwad,CSK,44,10,440.0,1,Chinnaswamy
M01124,Surya Kumar Yadav,MI,34,13,261.54,2,Eden Gardens
M01125,Rohit Sharma,MI,60,38,157.89,0,Wankhede
M01126,Rohit Sharma,MI,18,23,78.26,0,Chepauk
M01127,Shubman Gill,GT,50,5,1000.0,2,Chepauk
M01128,Virat Kohli,RCB,43,10,430.0,2,Eden Gardens
M01129,Ravindra Jadeja,CSK,25,34,73.53,0,Wankhede
M01130,Ravindra Jadeja,CSK,33,29,113.79,0,Chinnaswamy
M01131,Shubman Gill,GT,25,13,192.31,0,Eden Gardens
M01132,Ravindra Jadeja,CSK,56,26,215.38,0,Chinnaswamy
M01133,KL Rahul,LSG,48,8,600.0,0,Eden Gardens
M01134,Virat Kohli,RCB,37,25,148.0,0,Wankhede
M01135,Virat Kohli,RCB,14,37,37.84,2,Eden Gardens
M01136,KL Rahul,LSG,29,20,145.0,0,Eden Gardens
M01137,Virat Kohli,RCB,16,15,106.67,0,Chepauk
M01138,Shubman Gill,GT,54,19,284.21,1,Chepauk
M01139,KL Rahul,LSG,18,29,62.07,0,Eden Gardens
M01140,Ravindra Jadeja,CSK,0,34,0.0,0,Eden Gardens
M01141,Ruturaj Gaikwad,CSK,23,27,85.19,2,Eden Gardens
M01142,Jasprit Bumrah,MI,16,34,47.06,0,Wankhede
M01143,Ravindra Jadeja,CSK,71,29,244.83,1,Wankhede
M01144,Virat Kohli,RCB,61,24,254.17,0,Chepauk
M01145,Ruturaj Gaikwad,CSK,6,28,21.43,2,Wankhede
M01146,KL Rahul,LSG,66,28,235.71,1,Chepauk
M01147,Shubman Gill,GT,13,28,46.43,3,Eden Gardens
M01148,Ruturaj Gaikwad,CSK,19,19,100.0,0,Wankhede
M01149,Shubman Gill,GT,76,2,3800.0,1,Wankhede
M01150,Rohit Sharma,MI,0,35,0.0,0,Eden Gardens
M01151,KL Rahul,LSG,57,35,162.86,0,Chepauk
M01152,KL Rahul,LSG,56,15,373.33,0,Chepauk
M01153,Shubman Gill,GT,65,13,500.0,2,Chepauk
M01154,Ravindra Jadeja,CSK,20,20,100.0,2,Chepauk
M01155,KL Rahul,LSG,0,28,0.0,0,Wankhede
M01156,Ravindra Jadeja,CSK,10,23,43.48,3,Wankhede
M01157,Ruturaj Gaikwad,CSK,50,27,185.19,1,Eden Gardens
M01158,Ruturaj Gaikwad,CSK,0,1,0.0,1,Eden Gardens
M01159,Jasprit Bumrah,MI,29,22,131.82,1,Eden Gardens
M01160,Ravindra Jadeja,CSK,35,31,112.9,0,Wankhede
M01161,KL Rahul,LSG,83,18,461.11,0,Chepauk
M01162,KL Rahul,LSG,16,15,106.67,0,Chepauk
M01163,Surya Kumar Yadav,MI,20,26,76.92,3,Wankhede
M01164,Surya Kumar Yadav,MI,81,19,426.32,1,Eden Gardens
M01165,Virat Kohli,RCB,29,15,193.33,0,Chinnaswamy
M01166,Ruturaj Gaikwad,CSK,29,29,100.0,2,Chepauk
M01167,Virat Kohli,RCB,22,35,62.86,0,Eden Gardens
M01168,Ruturaj Gaikwad,CSK,7,24,29.17,0,Chinnaswamy
M01169,Shubman Gill,GT,0,27,0.0,1,Chepauk
M01170,Shubman Gill,GT,18,32,56.25,3,Eden Gardens
M01171,Surya Kumar Yadav,MI,34,38,89.47,0,Chinnaswamy
M01172,Virat Kohli,RCB,20,19,105.26,0,Chepauk
M01173,Ruturaj Gaikwad,CSK,51,5,1020.0,0,Chepauk
M01174,Surya Kumar Yadav,MI,0,26,0.0,1,Chepauk
M01175,Rohit Sharma,MI,13,3,433.33,3,Wankhede
M01176,Surya Kumar Yadav,MI,66,26,253.85,0,Eden Gardens
M01177,Shubman Gill,GT,14,34,41.18,3,Eden Gardens
M01178,Rohit Sharma,MI,60,25,240.0,3,Chepauk
M01179,Virat Kohli,RCB,45,9,500.0,2,Chepauk
M01180,Virat Kohli,RCB,35,40,87.5,0,Eden Gardens
M01181,Shubman Gill,GT,71,26,273.08,2,Chepauk
M01182,Shubman Gill,GT,30,34,88.24,1,Eden Gardens
M01183,KL Rahul,LSG,30,1,3000.0,1,Wankhede
M01184,Shubman Gill,GT,37,28,132.14,0,Chinnaswamy
M01185,Virat Kohli,RCB,58,33,175.76,0,Chepauk
M01186,Ravindra Jadeja,CSK,38,14,271.43,0,Wankhede
M01187,KL Rahul,LSG,34,23,147.83,0,Chepauk
M01188,Ruturaj Gaikwad,CSK,31,40,77.5,1,Chepauk
M01189,Rohit Sharma,MI,49,13,376.92,2,Eden Gardens
M01190,KL Rahul,LSG,36,15,240.0,3,Eden Gardens
M01191,Ruturaj Gaikwad,CSK,0,24,0.0,0,Chinnaswamy
M01192,KL Rahul,LSG,25,30,83.33,3,Chepauk
M01193,Ravindra Jadeja,CSK,38,19,200.0,0,Eden Gardens
M01194,Shubman Gill,GT,42,17,247.06,1,Wankhede
M01195,Shubman Gill,GT,96,26,369.23,0,Eden Gardens
M01196,Ruturaj Gaikwad,CSK,39,15,260.0,3,Wankhede
M01197,Ravindra Jadeja,CSK,29,14,207.14,0,Chinnaswamy
M01198,Virat Kohli,RCB,38,4,950.0,0,Wankhede
M01199,Ravindra Jadeja,CSK,24,14,171.43,3,Wankhede
M01200,Shubman Gill,GT,18,24,75.0,2,Eden Gardens
M01201,Rohit Sharma,MI,33,32,103.12,0,Chepauk
M01202,Surya Kumar Yadav,MI,21,30,70.0,2,Eden Gardens
M01203,Jasprit Bumrah,MI,40,9,444.44,1,Chinnaswamy
M01204,Virat Kohli,RCB,6,30,20.0,0,Eden Gardens
M01205,Surya Kumar Yadav,MI,50,22,227.27,0,Chinnaswamy
M01206,Rohit Sharma,MI,27,14,192.86,3,Wankhede
M01207,Ruturaj Gaikwad,CSK,42,19,221.05,3,Chepauk
M01208,Jasprit Bumrah,MI,33,20,165.0,0,Chinnaswamy
